Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
35,1,R2_3_3_2_0Y0.pct,5076,[n],[n],0,True
35,2,R3_4_3_2_90Y150.pct,3696,[n],[n],150,True
35,3,2_4_4_2_0Y150.pct,3384,[b],[b],150,True
35,4,3_3_3_2_0Y100.pct,5059,[b],[b],100,True
35,5,3_3_3_3_90Y50.pct,3252,[b],[b],50,True
35,6,R2_4_4_2_0Y50.pct,4557,[n],[n],50,True
35,7,R3_3_3_3_90Y100.pct,N/A,[N/A],[n],100,False
35,8,2_3_3_2_0Y0.pct,1712,[b],[b],0,True
35,9,R3_4_3_3_180Y150.pct,6402,[n],[n],150,True
35,10,2_4_4_2_180Y150.pct,4571,[b],[b],150,True
35,11,R3_3_4_2_0Y50.pct,5753,[n],[n],50,True
35,12,R2_3_4_2_90Y0.pct,2062,[n],[n],0,True
35,13,3_3_3_3_180Y0.pct,1659,[b],[b],0,True
35,14,R3_4_3_3_180Y100.pct,3863,[n],[n],100,True
35,15,2_4_4_3_90Y100.pct,2727,[b],[b],100,True
35,16,3_4_3_2_90Y50.pct,3684,[b],[b],50,True
35,17,R2_4_4_3_90Y100.pct,3684,[n],[n],100,True
35,18,2_3_3_2_0Y150.pct,3749,[b],[b],150,True
35,19,R2_3_4_2_90Y50.pct,3483,[n],[n],50,True
35,20,2_3_4_2_90Y50.pct,3458,[b],[b],50,True
35,21,R2_4_4_2_180Y100.pct,3243,[n],[n],100,True
35,22,R2_4_4_2_0Y0.pct,2985,[n],[n],0,True
35,23,3_4_3_2_90Y0.pct,2124,[b],[b],0,True
35,24,R3_3_3_2_0Y150.pct,4359,[n],[n],150,True
35,25,R3_4_4_3_180Y150.pct,3561,[n],[n],150,True
35,26,R3_4_3_3_180Y50.pct,4413,[n],[n],50,True
35,27,3_4_3_3_180Y50.pct,5264,[b],[b],50,True
35,28,3_3_3_3_90Y100.pct,4626,[b],[b],100,True
35,29,2_4_4_2_180Y0.pct,1233,[b],[b],0,True
35,30,R3_4_3_2_90Y0.pct,2636,[n],[n],0,True
35,31,3_3_4_2_0Y150.pct,3087,[b],[b],150,True
35,32,R3_3_4_2_0Y100.pct,5358,[n],[n],100,True
35,33,3_3_3_3_180Y50.pct,2561,[b],[b],50,True
35,34,3_3_4_2_0Y100.pct,3800,[b],[b],100,True
35,35,3_4_4_3_180Y150.pct,4707,[n],[b],150,False
35,36,R3_3_3_3_180Y0.pct,1320,[n],[n],0,True
35,37,3_4_3_3_180Y100.pct,4622,[b],[b],100,True
35,38,R3_3_3_3_180Y150.pct,2560,[n],[n],150,True
35,39,3_4_3_3_180Y0.pct,1926,[b],[b],0,True
35,40,R3_3_3_3_90Y50.pct,2307,[n],[n],50,True
