Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
11,1,R2_3_3_2_0Y0.pct,2924,[n],[n],0,True
11,2,R3_4_3_2_90Y150.pct,3631,[n],[n],150,True
11,3,2_4_4_2_0Y150.pct,2993,[b],[b],150,True
11,4,3_3_3_2_0Y100.pct,6246,[b],[b],100,True
11,5,3_3_3_3_90Y50.pct,2941,[b],[b],50,True
11,6,R2_4_4_2_0Y50.pct,2402,[n],[n],50,True
11,7,R3_3_3_3_90Y100.pct,3120,[n],[n],100,True
11,8,2_3_3_2_0Y0.pct,1363,[b],[b],0,True
11,9,R3_4_3_3_180Y150.pct,4430,[n],[n],150,True
11,10,2_4_4_2_180Y150.pct,5892,[b],[b],150,True
11,11,R3_3_4_2_0Y50.pct,4427,[n],[n],50,True
11,12,R2_3_4_2_90Y0.pct,1822,[n],[n],0,True
11,13,3_3_3_3_180Y0.pct,1334,[b],[b],0,True
11,14,R3_4_3_3_180Y100.pct,3820,[n],[n],100,True
11,15,2_4_4_3_90Y100.pct,2778,[b],[b],100,True
11,16,3_4_3_2_90Y50.pct,4176,[b],[b],50,True
11,17,R2_4_4_3_90Y100.pct,5035,[n],[n],100,True
11,18,2_3_3_2_0Y150.pct,5399,[b],[b],150,True
11,19,R2_3_4_2_90Y50.pct,2930,[n],[n],50,True
11,20,2_3_4_2_90Y50.pct,1937,[b],[b],50,True
11,21,R2_4_4_2_180Y100.pct,3236,[n],[n],100,True
11,22,R2_4_4_2_0Y0.pct,1575,[n],[n],0,True
11,23,3_4_3_2_90Y0.pct,1176,[b],[b],0,True
11,24,R3_3_3_2_0Y150.pct,5368,[n],[n],150,True
11,25,R3_4_4_3_180Y150.pct,2647,[n],[n],150,True
11,26,R3_4_3_3_180Y50.pct,5275,[n],[n],50,True
11,27,3_4_3_3_180Y50.pct,2859,[b],[b],50,True
11,28,3_3_3_3_90Y100.pct,4091,[b],[b],100,True
11,29,2_4_4_2_180Y0.pct,1345,[b],[b],0,True
11,30,R3_4_3_2_90Y0.pct,2533,[n],[n],0,True
11,31,3_3_4_2_0Y150.pct,3325,[n],[b],150,False
11,32,R3_3_4_2_0Y100.pct,5628,[n],[n],100,True
11,33,3_3_3_3_180Y50.pct,7356,[b],[b],50,True
11,34,3_3_4_2_0Y100.pct,3642,[b],[b],100,True
11,35,3_4_4_3_180Y150.pct,4797,[n],[b],150,False
11,36,R3_3_3_3_180Y0.pct,2030,[n],[n],0,True
11,37,3_4_3_3_180Y100.pct,4417,[b],[b],100,True
11,38,R3_3_3_3_180Y150.pct,3433,[n],[n],150,True
11,39,3_4_3_3_180Y0.pct,1342,[b],[b],0,True
11,40,R3_3_3_3_90Y50.pct,1270,[n],[n],50,True
11,41,2_4_4_3_90Y150.pct,6527,[b],[b],150,True
11,42,R3_4_3_3_180Y0.pct,1325,[n],[n],0,True
11,43,3_3_3_3_180Y100.pct,5396,[b],[b],100,True
11,44,R2_3_4_2_90Y150.pct,6729,[n],[n],150,True
11,45,R2_3_3_2_0Y50.pct,1616,[n],[n],50,True
11,46,R2_3_4_2_90Y100.pct,4217,[n],[n],100,True
11,47,3_4_4_3_180Y0.pct,1609,[b],[b],0,True
11,48,3_4_4_3_180Y50.pct,2639,[b],[b],50,True
11,49,R2_4_4_2_0Y100.pct,3049,[n],[n],100,True
11,50,R2_3_3_2_0Y150.pct,3681,[n],[n],150,True
11,51,3_3_4_2_0Y0.pct,2711,[b],[b],0,True
11,52,R2_4_4_3_90Y0.pct,1740,[n],[n],0,True
11,53,3_4_4_3_180Y100.pct,3372,[b],[b],100,True
11,54,R2_4_4_2_180Y50.pct,963,[n],[n],50,True
11,55,3_3_3_2_0Y150.pct,2054,[b],[b],150,True
11,56,2_4_4_2_0Y50.pct,2125,[b],[b],50,True
11,57,R2_4_4_2_0Y150.pct,1760,[n],[n],150,True
11,58,R3_4_3_2_90Y100.pct,1972,[n],[n],100,True
11,59,2_3_4_2_90Y150.pct,5673,[b],[b],150,True
11,60,3_4_3_2_90Y100.pct,N/A,[N/A],[b],100,False
11,61,2_4_4_3_90Y0.pct,1703,[b],[b],0,True
11,62,R2_4_4_2_180Y0.pct,1295,[n],[n],0,True
11,63,R2_4_4_3_90Y50.pct,1086,[n],[n],50,True
11,64,2_4_4_3_90Y50.pct,2183,[b],[b],50,True
11,65,R2_4_4_2_180Y150.pct,2208,[n],[n],150,True
11,66,3_3_3_3_90Y0.pct,1347,[b],[b],0,True
11,67,3_3_3_3_180Y150.pct,5904,[b],[b],150,True
11,68,R3_3_3_3_90Y0.pct,2773,[n],[n],0,True
11,69,R3_3_3_2_0Y50.pct,1333,[n],[n],50,True
11,70,2_4_4_2_180Y50.pct,1726,[b],[b],50,True
11,71,2_4_4_2_0Y100.pct,2380,[b],[b],100,True
11,72,R3_3_3_2_0Y100.pct,5672,[n],[n],100,True
11,73,2_3_4_2_90Y100.pct,2970,[b],[b],100,True
11,74,R3_3_3_3_180Y100.pct,3307,[n],[n],100,True
11,75,3_3_3_3_90Y150.pct,6274,[n],[b],150,False
11,76,R3_3_4_2_0Y0.pct,2292,[n],[n],0,True
11,77,3_3_3_2_0Y0.pct,2073,[b],[b],0,True
11,78,3_3_3_2_0Y50.pct,1528,[b],[b],50,True
11,79,R3_3_3_3_180Y50.pct,1692,[n],[n],50,True
11,80,R3_3_3_3_90Y150.pct,6458,[n],[n],150,True
11,81,R3_4_4_3_180Y50.pct,6253,[n],[n],50,True
11,82,2_3_4_2_90Y0.pct,950,[b],[b],0,True
11,83,R3_3_4_2_0Y150.pct,2869,[n],[n],150,True
11,84,3_3_4_2_0Y50.pct,2005,[b],[b],50,True
11,85,2_4_4_2_180Y100.pct,3645,[b],[b],100,True
11,86,R3_4_4_3_180Y0.pct,2607,[n],[n],0,True
11,87,3_4_3_3_180Y150.pct,3211,[n],[b],150,False
11,88,R3_4_4_3_180Y100.pct,N/A,[N/A],[n],100,False
11,89,R2_3_3_2_0Y100.pct,4031,[n],[n],100,True
11,90,2_3_3_2_0Y50.pct,1671,[b],[b],50,True
11,91,2_4_4_2_0Y0.pct,1404,[b],[b],0,True
11,92,3_4_3_2_90Y150.pct,2720,[n],[b],150,False
11,93,R2_4_4_3_90Y150.pct,2620,[n],[n],150,True
11,94,R3_4_3_2_90Y50.pct,2134,[n],[n],50,True
11,95,2_3_3_2_0Y100.pct,2399,[b],[b],100,True
11,96,R3_3_3_2_0Y0.pct,2129,[n],[n],0,True
