Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
29,1,R2_3_3_2_0Y0.pct,1184,[b],[n],0,False
29,2,R3_4_3_2_90Y150.pct,3699,[n],[n],150,True
29,3,2_4_4_2_0Y150.pct,2080,[b],[b],150,True
29,4,3_3_3_2_0Y100.pct,2437,[b],[b],100,True
29,5,3_3_3_3_90Y50.pct,1744,[b],[b],50,True
29,6,R2_4_4_2_0Y50.pct,5516,[n],[n],50,True
29,7,R3_3_3_3_90Y100.pct,2919,[n],[n],100,True
29,8,2_3_3_2_0Y0.pct,1161,[b],[b],0,True
29,9,R3_4_3_3_180Y150.pct,2892,[b],[n],150,False
29,10,2_4_4_2_180Y150.pct,3100,[b],[b],150,True
29,11,R3_3_4_2_0Y50.pct,N/A,[N/A],[n],50,False
29,12,R2_3_4_2_90Y0.pct,2464,[b],[n],0,False
29,13,3_3_3_3_180Y0.pct,1591,[b],[b],0,True
29,14,R3_4_3_3_180Y100.pct,2040,[n],[n],100,True
29,15,2_4_4_3_90Y100.pct,3884,[n],[b],100,False
29,16,3_4_3_2_90Y50.pct,3092,[b],[b],50,True
29,17,R2_4_4_3_90Y100.pct,N/A,[N/A],[n],100,False
29,18,2_3_3_2_0Y150.pct,2211,[b],[b],150,True
29,19,R2_3_4_2_90Y50.pct,2573,[n],[n],50,True
29,20,2_3_4_2_90Y50.pct,1678,[b],[b],50,True
29,21,R2_4_4_2_180Y100.pct,2202,[n],[n],100,True
29,22,R2_4_4_2_0Y0.pct,N/A,[N/A],[n],0,False
29,23,3_4_3_2_90Y0.pct,35,[n],[b],0,False
29,24,R3_3_3_2_0Y150.pct,6246,[n],[n],150,True
29,25,R3_4_4_3_180Y150.pct,7099,[n],[n],150,True
29,26,R3_4_3_3_180Y50.pct,2288,[n],[n],50,True
29,27,3_4_3_3_180Y50.pct,2742,[b],[b],50,True
29,28,3_3_3_3_90Y100.pct,4906,[b],[b],100,True
29,29,2_4_4_2_180Y0.pct,1364,[b],[b],0,True
29,30,R3_4_3_2_90Y0.pct,6054,[n],[n],0,True
29,31,3_3_4_2_0Y150.pct,5458,[b],[b],150,True
29,32,R3_3_4_2_0Y100.pct,3912,[n],[n],100,True
29,33,3_3_3_3_180Y50.pct,5208,[b],[b],50,True
29,34,3_3_4_2_0Y100.pct,4483,[b],[b],100,True
29,35,3_4_4_3_180Y150.pct,2828,[n],[b],150,False
29,36,R3_3_3_3_180Y0.pct,5711,[n],[n],0,True
29,37,3_4_3_3_180Y100.pct,4133,[n],[b],100,False
29,38,R3_3_3_3_180Y150.pct,4201,[n],[n],150,True
29,39,3_4_3_3_180Y0.pct,1956,[b],[b],0,True
