Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
48,1,R2_3_3_2_0Y0.pct,3954,[n],[n],0,True
48,2,R3_4_3_2_90Y150.pct,6320,[n],[n],150,True
48,3,2_4_4_2_0Y150.pct,2662,[b],[b],150,True
48,4,3_3_3_2_0Y100.pct,6871,[b],[b],100,True
48,5,3_3_3_3_90Y50.pct,5353,[b],[b],50,True
48,6,R2_4_4_2_0Y50.pct,2162,[n],[n],50,True
48,7,R3_3_3_3_90Y100.pct,5114,[n],[n],100,True
48,8,2_3_3_2_0Y0.pct,1262,[b],[b],0,True
48,9,R3_4_3_3_180Y150.pct,N/A,[N/A],[n],150,False
48,10,2_4_4_2_180Y150.pct,4965,[b],[b],150,True
48,11,R3_3_4_2_0Y50.pct,5828,[n],[n],50,True
48,12,R2_3_4_2_90Y0.pct,1376,[n],[n],0,True
48,13,3_3_3_3_180Y0.pct,974,[b],[b],0,True
48,14,R3_4_3_3_180Y100.pct,3230,[n],[n],100,True
48,15,2_4_4_3_90Y100.pct,3150,[b],[b],100,True
48,16,3_4_3_2_90Y50.pct,3275,[b],[b],50,True
48,17,R2_4_4_3_90Y100.pct,2891,[n],[n],100,True
48,18,2_3_3_2_0Y150.pct,2698,[b],[b],150,True
48,19,R2_3_4_2_90Y50.pct,1723,[n],[n],50,True
48,20,2_3_4_2_90Y50.pct,1711,[b],[b],50,True
48,21,R2_4_4_2_180Y100.pct,1709,[n],[n],100,True
48,22,R2_4_4_2_0Y0.pct,1434,[n],[n],0,True
48,23,3_4_3_2_90Y0.pct,1163,[b],[b],0,True
48,24,R3_3_3_2_0Y150.pct,4547,[n],[n],150,True
48,25,R3_4_4_3_180Y150.pct,N/A,[N/A],[n],150,False
48,26,R3_4_3_3_180Y50.pct,4052,[b],[n],50,False
48,27,3_4_3_3_180Y50.pct,2363,[n],[b],50,False
48,28,3_3_3_3_90Y100.pct,2865,[b],[b],100,True
48,29,2_4_4_2_180Y0.pct,843,[b],[b],0,True
48,30,R3_4_3_2_90Y0.pct,2533,[n],[n],0,True
48,31,3_3_4_2_0Y150.pct,4089,[n],[b],150,False
48,32,R3_3_4_2_0Y100.pct,4961,[n],[n],100,True
48,33,3_3_3_3_180Y50.pct,1756,[b],[b],50,True
48,34,3_3_4_2_0Y100.pct,4040,[b],[b],100,True
48,35,3_4_4_3_180Y150.pct,3146,[b],[b],150,True
48,36,R3_3_3_3_180Y0.pct,4129,[n],[n],0,True
48,37,3_4_3_3_180Y100.pct,2047,[b],[b],100,True
48,38,R3_3_3_3_180Y150.pct,3103,[n],[n],150,True
48,39,3_4_3_3_180Y0.pct,926,[b],[b],0,True
48,40,R3_3_3_3_90Y50.pct,1292,[n],[n],50,True
48,41,2_4_4_3_90Y150.pct,3682,[b],[b],150,True
48,42,R3_4_3_3_180Y0.pct,1250,[n],[n],0,True
48,43,3_3_3_3_180Y100.pct,4107,[b],[b],100,True
48,44,R2_3_4_2_90Y150.pct,3996,[n],[n],150,True
48,45,R2_3_3_2_0Y50.pct,2485,[n],[n],50,True
48,46,R2_3_4_2_90Y100.pct,4126,[n],[n],100,True
48,47,3_4_4_3_180Y0.pct,1623,[b],[b],0,True
48,48,3_4_4_3_180Y50.pct,5465,[b],[b],50,True
48,49,R2_4_4_2_0Y100.pct,2636,[n],[n],100,True
48,50,R2_3_3_2_0Y150.pct,2891,[n],[n],150,True
48,51,3_3_4_2_0Y0.pct,1088,[b],[b],0,True
48,52,R2_4_4_3_90Y0.pct,1625,[n],[n],0,True
48,53,3_4_4_3_180Y100.pct,1418,[n],[b],100,False
48,54,R2_4_4_2_180Y50.pct,1274,[n],[n],50,True
48,55,3_3_3_2_0Y150.pct,2147,[n],[b],150,False
48,56,2_4_4_2_0Y50.pct,1191,[b],[b],50,True
48,57,R2_4_4_2_0Y150.pct,1642,[n],[n],150,True
48,58,R3_4_3_2_90Y100.pct,2298,[n],[n],100,True
48,59,2_3_4_2_90Y150.pct,1995,[b],[b],150,True
48,60,3_4_3_2_90Y100.pct,4051,[b],[b],100,True
48,61,2_4_4_3_90Y0.pct,988,[b],[b],0,True
48,62,R2_4_4_2_180Y0.pct,905,[n],[n],0,True
48,63,R2_4_4_3_90Y50.pct,1272,[n],[n],50,True
48,64,2_4_4_3_90Y50.pct,1607,[b],[b],50,True
48,65,R2_4_4_2_180Y150.pct,3342,[n],[n],150,True
48,66,3_3_3_3_90Y0.pct,1053,[b],[b],0,True
48,67,3_3_3_3_180Y150.pct,1926,[b],[b],150,True
48,68,R3_3_3_3_90Y0.pct,2348,[n],[n],0,True
48,69,R3_3_3_2_0Y50.pct,1393,[n],[n],50,True
48,70,2_4_4_2_180Y50.pct,1619,[b],[b],50,True
48,71,2_4_4_2_0Y100.pct,1621,[b],[b],100,True
48,72,R3_3_3_2_0Y100.pct,2196,[n],[n],100,True
48,73,2_3_4_2_90Y100.pct,1500,[b],[b],100,True
48,74,R3_3_3_3_180Y100.pct,1607,[n],[n],100,True
48,75,3_3_3_3_90Y150.pct,2482,[b],[b],150,True
