Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
39,1,R2_3_3_2_0Y0.pct,1518,[n],[n],0,True
39,2,R3_4_3_2_90Y150.pct,3277,[n],[n],150,True
39,3,2_4_4_2_0Y150.pct,2526,[b],[b],150,True
39,4,3_3_3_2_0Y100.pct,2413,[b],[b],100,True
39,5,3_3_3_3_90Y50.pct,3305,[b],[b],50,True
39,6,R2_4_4_2_0Y50.pct,2493,[n],[n],50,True
39,7,R3_3_3_3_90Y100.pct,3070,[n],[n],100,True
39,8,2_3_3_2_0Y0.pct,1446,[b],[b],0,True
39,9,R3_4_3_3_180Y150.pct,3001,[n],[n],150,True
39,10,2_4_4_2_180Y150.pct,2866,[b],[b],150,True
39,11,R3_3_4_2_0Y50.pct,2372,[b],[n],50,False
39,12,R2_3_4_2_90Y0.pct,2625,[n],[n],0,True
39,13,3_3_3_3_180Y0.pct,1710,[b],[b],0,True
39,14,R3_4_3_3_180Y100.pct,1673,[n],[n],100,True
39,15,2_4_4_3_90Y100.pct,3256,[n],[b],100,False
39,16,3_4_3_2_90Y50.pct,2640,[n],[b],50,False
39,17,R2_4_4_3_90Y100.pct,2787,[n],[n],100,True
39,18,2_3_3_2_0Y150.pct,2558,[n],[b],150,False
39,19,R2_3_4_2_90Y50.pct,3356,[n],[n],50,True
39,20,2_3_4_2_90Y50.pct,4112,[n],[b],50,False
39,21,R2_4_4_2_180Y100.pct,3435,[n],[n],100,True
39,22,R2_4_4_2_0Y0.pct,1998,[n],[n],0,True
39,23,3_4_3_2_90Y0.pct,1889,[b],[b],0,True
39,24,R3_3_3_2_0Y150.pct,2058,[b],[n],150,False
39,25,R3_4_4_3_180Y150.pct,2657,[n],[n],150,True
39,26,R3_4_3_3_180Y50.pct,2481,[n],[n],50,True
39,27,3_4_3_3_180Y50.pct,2531,[b],[b],50,True
39,28,3_3_3_3_90Y100.pct,3736,[b],[b],100,True
39,29,2_4_4_2_180Y0.pct,2325,[b],[b],0,True
