Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
4,1,R2_3_3_2_0Y0.pct,1985,[n],[n],0,True
4,2,R3_4_3_2_90Y150.pct,6425,[n],[n],150,True
4,3,2_4_4_2_0Y150.pct,1810,[b],[b],150,True
4,4,3_3_3_2_0Y100.pct,2543,[b],[b],100,True
4,5,3_3_3_3_90Y50.pct,2553,[b],[b],50,True
4,6,R2_4_4_2_0Y50.pct,1812,[b],[n],50,False
4,7,R3_3_3_3_90Y100.pct,2824,[n],[n],100,True
4,8,2_3_3_2_0Y0.pct,1064,[b],[b],0,True
4,9,R3_4_3_3_180Y150.pct,4954,[n],[n],150,True
4,10,2_4_4_2_180Y150.pct,2043,[b],[b],150,True
4,11,R3_3_4_2_0Y50.pct,2637,[n],[n],50,True
4,12,R2_3_4_2_90Y0.pct,1293,[n],[n],0,True
4,13,3_3_3_3_180Y0.pct,1030,[b],[b],0,True
4,14,R3_4_3_3_180Y100.pct,2937,[n],[n],100,True
4,15,2_4_4_3_90Y100.pct,1402,[b],[b],100,True
4,16,3_4_3_2_90Y50.pct,3012,[b],[b],50,True
4,17,R2_4_4_3_90Y100.pct,1971,[n],[n],100,True
4,18,2_3_3_2_0Y150.pct,1743,[b],[b],150,True
4,19,R2_3_4_2_90Y50.pct,1332,[n],[n],50,True
4,20,2_3_4_2_90Y50.pct,1003,[b],[b],50,True
4,21,R2_4_4_2_180Y100.pct,1971,[n],[n],100,True
4,22,R2_4_4_2_0Y0.pct,1702,[n],[n],0,True
4,23,3_4_3_2_90Y0.pct,1347,[b],[b],0,True
4,24,R3_3_3_2_0Y150.pct,2973,[n],[n],150,True
4,25,R3_4_4_3_180Y150.pct,3518,[b],[n],150,False
4,26,R3_4_3_3_180Y50.pct,1640,[n],[n],50,True
4,27,3_4_3_3_180Y50.pct,3254,[b],[b],50,True
4,28,3_3_3_3_90Y100.pct,2284,[n],[b],100,False
4,29,2_4_4_2_180Y0.pct,1205,[b],[b],0,True
4,30,R3_4_3_2_90Y0.pct,2502,[n],[n],0,True
4,31,3_3_4_2_0Y150.pct,2094,[b],[b],150,True
4,32,R3_3_4_2_0Y100.pct,2852,[n],[n],100,True
4,33,3_3_3_3_180Y50.pct,1751,[b],[b],50,True
4,34,3_3_4_2_0Y100.pct,2402,[b],[b],100,True
4,35,3_4_4_3_180Y150.pct,2576,[b],[b],150,True
4,36,R3_3_3_3_180Y0.pct,2254,[n],[n],0,True
4,37,3_4_3_3_180Y100.pct,3047,[b],[b],100,True
4,38,R3_3_3_3_180Y150.pct,2354,[n],[n],150,True
4,39,3_4_3_3_180Y0.pct,2610,[b],[b],0,True
4,40,R3_3_3_3_90Y50.pct,1109,[n],[n],50,True
4,41,2_4_4_3_90Y150.pct,2322,[b],[b],150,True
4,42,R3_4_3_3_180Y0.pct,1355,[n],[n],0,True
4,43,3_3_3_3_180Y100.pct,1680,[b],[b],100,True
4,44,R2_3_4_2_90Y150.pct,1778,[n],[n],150,True
4,45,R2_3_3_2_0Y50.pct,1512,[n],[n],50,True
4,46,R2_3_4_2_90Y100.pct,1080,[n],[n],100,True
4,47,3_4_4_3_180Y0.pct,1093,[b],[b],0,True
4,48,3_4_4_3_180Y50.pct,1622,[b],[b],50,True
4,49,R2_4_4_2_0Y100.pct,3156,[n],[n],100,True
4,50,R2_3_3_2_0Y150.pct,1341,[n],[n],150,True
4,51,3_3_4_2_0Y0.pct,1451,[b],[b],0,True
4,52,R2_4_4_3_90Y0.pct,1842,[n],[n],0,True
4,53,3_4_4_3_180Y100.pct,1399,[b],[b],100,True
4,54,R2_4_4_2_180Y50.pct,901,[n],[n],50,True
4,55,3_3_3_2_0Y150.pct,4307,[b],[b],150,True
4,56,2_4_4_2_0Y50.pct,1958,[b],[b],50,True
4,57,R2_4_4_2_0Y150.pct,2510,[n],[n],150,True
4,58,R3_4_3_2_90Y100.pct,2717,[n],[n],100,True
4,59,2_3_4_2_90Y150.pct,1274,[b],[b],150,True
4,60,3_4_3_2_90Y100.pct,3171,[b],[b],100,True
4,61,2_4_4_3_90Y0.pct,982,[b],[b],0,True
4,62,R2_4_4_2_180Y0.pct,1684,[n],[n],0,True
4,63,R2_4_4_3_90Y50.pct,3823,[n],[n],50,True
4,64,2_4_4_3_90Y50.pct,1370,[b],[b],50,True
4,65,R2_4_4_2_180Y150.pct,1565,[n],[n],150,True
4,66,3_3_3_3_90Y0.pct,1192,[b],[b],0,True
4,67,3_3_3_3_180Y150.pct,1668,[b],[b],150,True
4,68,R3_3_3_3_90Y0.pct,1538,[n],[n],0,True
4,69,R3_3_3_2_0Y50.pct,1710,[n],[n],50,True
4,70,2_4_4_2_180Y50.pct,2027,[b],[b],50,True
4,71,2_4_4_2_0Y100.pct,1197,[b],[b],100,True
4,72,R3_3_3_2_0Y100.pct,6484,[n],[n],100,True
4,73,2_3_4_2_90Y100.pct,1167,[b],[b],100,True
4,74,R3_3_3_3_180Y100.pct,1829,[n],[n],100,True
4,75,3_3_3_3_90Y150.pct,2120,[n],[b],150,False
4,76,R3_3_4_2_0Y0.pct,2594,[n],[n],0,True
4,77,3_3_3_2_0Y0.pct,1064,[b],[b],0,True
4,78,3_3_3_2_0Y50.pct,2826,[b],[b],50,True
4,79,R3_3_3_3_180Y50.pct,1097,[n],[n],50,True
4,80,R3_3_3_3_90Y150.pct,1326,[n],[n],150,True
4,81,R3_4_4_3_180Y50.pct,3614,[n],[n],50,True
4,82,2_3_4_2_90Y0.pct,892,[b],[b],0,True
4,83,R3_3_4_2_0Y150.pct,1096,[n],[n],150,True
4,84,3_3_4_2_0Y50.pct,1967,[b],[b],50,True
4,85,2_4_4_2_180Y100.pct,1585,[b],[b],100,True
4,86,R3_4_4_3_180Y0.pct,1588,[n],[n],0,True
4,87,3_4_3_3_180Y150.pct,2856,[b],[b],150,True
4,88,R3_4_4_3_180Y100.pct,1270,[n],[n],100,True
4,89,R2_3_3_2_0Y100.pct,1939,[n],[n],100,True
4,90,2_3_3_2_0Y50.pct,1276,[b],[b],50,True
4,91,2_4_4_2_0Y0.pct,669,[b],[b],0,True
4,92,3_4_3_2_90Y150.pct,1423,[b],[b],150,True
4,93,R2_4_4_3_90Y150.pct,1330,[n],[n],150,True
4,94,R3_4_3_2_90Y50.pct,2752,[n],[n],50,True
4,95,2_3_3_2_0Y100.pct,1331,[b],[b],100,True
4,96,R3_3_3_2_0Y0.pct,1078,[n],[n],0,True
