Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
28,1,R2_3_3_2_0Y0.pct,1894,[n],[n],0,True
28,2,R3_4_3_2_90Y150.pct,3015,[n],[n],150,True
28,3,2_4_4_2_0Y150.pct,2359,[b],[b],150,True
28,4,3_3_3_2_0Y100.pct,1638,[n],[b],100,False
28,5,3_3_3_3_90Y50.pct,2807,[b],[b],50,True
28,6,R2_4_4_2_0Y50.pct,3106,[n],[n],50,True
28,7,R3_3_3_3_90Y100.pct,2361,[n],[n],100,True
28,8,2_3_3_2_0Y0.pct,1200,[b],[b],0,True
28,9,R3_4_3_3_180Y150.pct,4306,[n],[n],150,True
28,10,2_4_4_2_180Y150.pct,3367,[b],[b],150,True
28,11,R3_3_4_2_0Y50.pct,1996,[b],[n],50,False
28,12,R2_3_4_2_90Y0.pct,1177,[n],[n],0,True
28,13,3_3_3_3_180Y0.pct,1342,[b],[b],0,True
28,14,R3_4_3_3_180Y100.pct,4265,[n],[n],100,True
28,15,2_4_4_3_90Y100.pct,2960,[b],[b],100,True
28,16,3_4_3_2_90Y50.pct,2364,[b],[b],50,True
28,17,R2_4_4_3_90Y100.pct,3866,[n],[n],100,True
28,18,2_3_3_2_0Y150.pct,2771,[b],[b],150,True
28,19,R2_3_4_2_90Y50.pct,2055,[n],[n],50,True
28,20,2_3_4_2_90Y50.pct,1912,[b],[b],50,True
28,21,R2_4_4_2_180Y100.pct,2077,[n],[n],100,True
28,22,R2_4_4_2_0Y0.pct,1908,[n],[n],0,True
28,23,3_4_3_2_90Y0.pct,1010,[b],[b],0,True
28,24,R3_3_3_2_0Y150.pct,6103,[n],[n],150,True
28,25,R3_4_4_3_180Y150.pct,2188,[n],[n],150,True
28,26,R3_4_3_3_180Y50.pct,4082,[n],[n],50,True
28,27,3_4_3_3_180Y50.pct,5328,[n],[b],50,False
28,28,3_3_3_3_90Y100.pct,2839,[b],[b],100,True
28,29,2_4_4_2_180Y0.pct,1367,[b],[b],0,True
28,30,R3_4_3_2_90Y0.pct,2381,[n],[n],0,True
28,31,3_3_4_2_0Y150.pct,3160,[b],[b],150,True
28,32,R3_3_4_2_0Y100.pct,6668,[n],[n],100,True
28,33,3_3_3_3_180Y50.pct,2813,[b],[b],50,True
28,34,3_3_4_2_0Y100.pct,6993,[b],[b],100,True
28,35,3_4_4_3_180Y150.pct,4764,[b],[b],150,True
28,36,R3_3_3_3_180Y0.pct,2296,[n],[n],0,True
28,37,3_4_3_3_180Y100.pct,2840,[b],[b],100,True
28,38,R3_3_3_3_180Y150.pct,3265,[n],[n],150,True
28,39,3_4_3_3_180Y0.pct,1578,[b],[b],0,True
28,40,R3_3_3_3_90Y50.pct,1789,[n],[n],50,True
28,41,2_4_4_3_90Y150.pct,2976,[b],[b],150,True
28,42,R3_4_3_3_180Y0.pct,2221,[n],[n],0,True
28,43,3_3_3_3_180Y100.pct,3607,[b],[b],100,True
28,44,R2_3_4_2_90Y150.pct,2818,[n],[n],150,True
28,45,R2_3_3_2_0Y50.pct,2246,[n],[n],50,True
28,46,R2_3_4_2_90Y100.pct,2182,[n],[n],100,True
28,47,3_4_4_3_180Y0.pct,1088,[b],[b],0,True
28,48,3_4_4_3_180Y50.pct,1890,[b],[b],50,True
28,49,R2_4_4_2_0Y100.pct,2124,[n],[n],100,True
28,50,R2_3_3_2_0Y150.pct,1914,[n],[n],150,True
28,51,3_3_4_2_0Y0.pct,888,[b],[b],0,True
28,52,R2_4_4_3_90Y0.pct,1152,[n],[n],0,True
28,53,3_4_4_3_180Y100.pct,2558,[b],[b],100,True
28,54,R2_4_4_2_180Y50.pct,1080,[n],[n],50,True
28,55,3_3_3_2_0Y150.pct,4682,[n],[b],150,False
28,56,2_4_4_2_0Y50.pct,1176,[b],[b],50,True
28,57,R2_4_4_2_0Y150.pct,1097,[n],[n],150,True
28,58,R3_4_3_2_90Y100.pct,3443,[n],[n],100,True
28,59,2_3_4_2_90Y150.pct,1972,[b],[b],150,True
28,60,3_4_3_2_90Y100.pct,2720,[b],[b],100,True
28,61,2_4_4_3_90Y0.pct,885,[b],[b],0,True
28,62,R2_4_4_2_180Y0.pct,2565,[n],[n],0,True
28,63,R2_4_4_3_90Y50.pct,1177,[n],[n],50,True
28,64,2_4_4_3_90Y50.pct,1600,[b],[b],50,True
28,65,R2_4_4_2_180Y150.pct,1992,[b],[n],150,False
28,66,3_3_3_3_90Y0.pct,1019,[b],[b],0,True
28,67,3_3_3_3_180Y150.pct,1767,[b],[b],150,True
28,68,R3_3_3_3_90Y0.pct,843,[n],[n],0,True
28,69,R3_3_3_2_0Y50.pct,1638,[n],[n],50,True
28,70,2_4_4_2_180Y50.pct,989,[b],[b],50,True
28,71,2_4_4_2_0Y100.pct,1304,[b],[b],100,True
28,72,R3_3_3_2_0Y100.pct,1713,[n],[n],100,True
28,73,2_3_4_2_90Y100.pct,1262,[b],[b],100,True
28,74,R3_3_3_3_180Y100.pct,1262,[n],[n],100,True
28,75,3_3_3_3_90Y150.pct,1510,[b],[b],150,True
28,76,R3_3_4_2_0Y0.pct,2372,[n],[n],0,True
28,77,3_3_3_2_0Y0.pct,2399,[b],[b],0,True
28,78,3_3_3_2_0Y50.pct,3835,[b],[b],50,True
28,79,R3_3_3_3_180Y50.pct,1236,[n],[n],50,True
28,80,R3_3_3_3_90Y150.pct,2814,[n],[n],150,True
28,81,R3_4_4_3_180Y50.pct,3954,[n],[n],50,True
28,82,2_3_4_2_90Y0.pct,784,[b],[b],0,True
28,83,R3_3_4_2_0Y150.pct,3212,[n],[n],150,True
28,84,3_3_4_2_0Y50.pct,6181,[b],[b],50,True
28,85,2_4_4_2_180Y100.pct,3873,[b],[b],100,True
28,86,R3_4_4_3_180Y0.pct,3169,[n],[n],0,True
28,87,3_4_3_3_180Y150.pct,3204,[b],[b],150,True
28,88,R3_4_4_3_180Y100.pct,2840,[n],[n],100,True
28,89,R2_3_3_2_0Y100.pct,1667,[n],[n],100,True
28,90,2_3_3_2_0Y50.pct,1338,[b],[b],50,True
28,91,2_4_4_2_0Y0.pct,733,[b],[b],0,True
28,92,3_4_3_2_90Y150.pct,2541,[b],[b],150,True
28,93,R2_4_4_3_90Y150.pct,3392,[b],[n],150,False
28,94,R3_4_3_2_90Y50.pct,1940,[n],[n],50,True
28,95,2_3_3_2_0Y100.pct,1740,[b],[b],100,True
28,96,R3_3_3_2_0Y0.pct,4048,[n],[n],0,True
