Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
21,1,R2_3_3_2_0Y0.pct,2463,[n],[n],0,True
21,2,R3_4_3_2_90Y150.pct,2221,[b],[n],150,False
21,3,2_4_4_2_0Y150.pct,1269,[b],[b],150,True
21,4,3_3_3_2_0Y100.pct,4574,[n],[b],100,False
21,5,3_3_3_3_90Y50.pct,3313,[b],[b],50,True
21,6,R2_4_4_2_0Y50.pct,1958,[n],[n],50,True
21,7,R3_3_3_3_90Y100.pct,1941,[b],[n],100,False
21,8,2_3_3_2_0Y0.pct,1025,[b],[b],0,True
21,9,R3_4_3_3_180Y150.pct,1828,[b],[n],150,False
21,10,2_4_4_2_180Y150.pct,1764,[b],[b],150,True
21,11,R3_3_4_2_0Y50.pct,1857,[n],[n],50,True
21,12,R2_3_4_2_90Y0.pct,1229,[n],[n],0,True
21,13,3_3_3_3_180Y0.pct,1216,[b],[b],0,True
21,14,R3_4_3_3_180Y100.pct,1766,[b],[n],100,False
21,15,2_4_4_3_90Y100.pct,1527,[b],[b],100,True
21,16,3_4_3_2_90Y50.pct,2082,[b],[b],50,True
21,17,R2_4_4_3_90Y100.pct,1813,[b],[n],100,False
21,18,2_3_3_2_0Y150.pct,1849,[b],[b],150,True
21,19,R2_3_4_2_90Y50.pct,1619,[b],[n],50,False
21,20,2_3_4_2_90Y50.pct,2363,[n],[b],50,False
21,21,R2_4_4_2_180Y100.pct,1959,[n],[n],100,True
21,22,R2_4_4_2_0Y0.pct,1482,[n],[n],0,True
21,23,3_4_3_2_90Y0.pct,1218,[b],[b],0,True
21,24,R3_3_3_2_0Y150.pct,1605,[b],[n],150,False
21,25,R3_4_4_3_180Y150.pct,1445,[n],[n],150,True
21,26,R3_4_3_3_180Y50.pct,1760,[n],[n],50,True
21,27,3_4_3_3_180Y50.pct,2003,[n],[b],50,False
21,28,3_3_3_3_90Y100.pct,2182,[n],[b],100,False
21,29,2_4_4_2_180Y0.pct,1353,[b],[b],0,True
21,30,R3_4_3_2_90Y0.pct,1357,[n],[n],0,True
21,31,3_3_4_2_0Y150.pct,2082,[b],[b],150,True
21,32,R3_3_4_2_0Y100.pct,2227,[b],[n],100,False
21,33,3_3_3_3_180Y50.pct,1901,[b],[b],50,True
21,34,3_3_4_2_0Y100.pct,2362,[n],[b],100,False
21,35,3_4_4_3_180Y150.pct,1465,[n],[b],150,False
21,36,R3_3_3_3_180Y0.pct,1711,[n],[n],0,True
21,37,3_4_3_3_180Y100.pct,1861,[n],[b],100,False
21,38,R3_3_3_3_180Y150.pct,2311,[b],[n],150,False
21,39,3_4_3_3_180Y0.pct,1118,[b],[b],0,True
21,40,R3_3_3_3_90Y50.pct,875,[n],[n],50,True
21,41,2_4_4_3_90Y150.pct,1123,[b],[b],150,True
21,42,R3_4_3_3_180Y0.pct,1031,[n],[n],0,True
21,43,3_3_3_3_180Y100.pct,1491,[b],[b],100,True
21,44,R2_3_4_2_90Y150.pct,1242,[b],[n],150,False
21,45,R2_3_3_2_0Y50.pct,906,[n],[n],50,True
21,46,R2_3_4_2_90Y100.pct,1206,[b],[n],100,False
21,47,3_4_4_3_180Y0.pct,1009,[b],[b],0,True
21,48,3_4_4_3_180Y50.pct,1634,[b],[b],50,True
21,49,R2_4_4_2_0Y100.pct,1564,[b],[n],100,False
21,50,R2_3_3_2_0Y150.pct,1541,[b],[n],150,False
21,51,3_3_4_2_0Y0.pct,1528,[b],[b],0,True
21,52,R2_4_4_3_90Y0.pct,1182,[n],[n],0,True
21,53,3_4_4_3_180Y100.pct,1469,[b],[b],100,True
21,54,R2_4_4_2_180Y50.pct,984,[n],[n],50,True
21,55,3_3_3_2_0Y150.pct,1583,[n],[b],150,False
21,56,2_4_4_2_0Y50.pct,1519,[b],[b],50,True
21,57,R2_4_4_2_0Y150.pct,805,[n],[n],150,True
21,58,R3_4_3_2_90Y100.pct,1265,[b],[n],100,False
21,59,2_3_4_2_90Y150.pct,1386,[b],[b],150,True
21,60,3_4_3_2_90Y100.pct,1256,[b],[b],100,True
21,61,2_4_4_3_90Y0.pct,811,[b],[b],0,True
21,62,R2_4_4_2_180Y0.pct,613,[n],[n],0,True
21,63,R2_4_4_3_90Y50.pct,769,[n],[n],50,True
21,64,2_4_4_3_90Y50.pct,1644,[b],[b],50,True
21,65,R2_4_4_2_180Y150.pct,2092,[n],[n],150,True
21,66,3_3_3_3_90Y0.pct,1004,[b],[b],0,True
21,67,3_3_3_3_180Y150.pct,1623,[b],[b],150,True
21,68,R3_3_3_3_90Y0.pct,1448,[n],[n],0,True
21,69,R3_3_3_2_0Y50.pct,1170,[n],[n],50,True
21,70,2_4_4_2_180Y50.pct,1277,[b],[b],50,True
21,71,2_4_4_2_0Y100.pct,1579,[b],[b],100,True
21,72,R3_3_3_2_0Y100.pct,2306,[n],[n],100,True
21,73,2_3_4_2_90Y100.pct,1460,[b],[b],100,True
21,74,R3_3_3_3_180Y100.pct,2511,[n],[n],100,True
21,75,3_3_3_3_90Y150.pct,1670,[n],[b],150,False
21,76,R3_3_4_2_0Y0.pct,1908,[n],[n],0,True
21,77,3_3_3_2_0Y0.pct,856,[b],[b],0,True
21,78,3_3_3_2_0Y50.pct,2949,[n],[b],50,False
21,79,R3_3_3_3_180Y50.pct,1526,[n],[n],50,True
21,80,R3_3_3_3_90Y150.pct,2380,[b],[n],150,False
21,81,R3_4_4_3_180Y50.pct,1449,[b],[n],50,False
21,82,2_3_4_2_90Y0.pct,672,[b],[b],0,True
21,83,R3_3_4_2_0Y150.pct,2108,[n],[n],150,True
21,84,3_3_4_2_0Y50.pct,1914,[b],[b],50,True
21,85,2_4_4_2_180Y100.pct,1751,[b],[b],100,True
21,86,R3_4_4_3_180Y0.pct,1347,[n],[n],0,True
21,87,3_4_3_3_180Y150.pct,1554,[b],[b],150,True
21,88,R3_4_4_3_180Y100.pct,2495,[n],[n],100,True
21,89,R2_3_3_2_0Y100.pct,1606,[b],[n],100,False
21,90,2_3_3_2_0Y50.pct,1030,[b],[b],50,True
21,91,2_4_4_2_0Y0.pct,737,[b],[b],0,True
21,92,3_4_3_2_90Y150.pct,2870,[b],[b],150,True
21,93,R2_4_4_3_90Y150.pct,1754,[n],[n],150,True
21,94,R3_4_3_2_90Y50.pct,1488,[n],[n],50,True
21,95,2_3_3_2_0Y100.pct,1049,[b],[b],100,True
