Subject,Trial,Condition,Time,correct,response,angle,correct/incorrect
54,1,R2_3_3_2_0Y0.pct,4632,[n],[n],0,True
54,2,R3_4_3_2_90Y150.pct,6313,[n],[n],150,True
54,3,2_4_4_2_0Y150.pct,3003,[b],[b],150,True
54,4,3_3_3_2_0Y100.pct,N/A,[N/A],[b],100,False
54,5,3_3_3_3_90Y50.pct,5045,[b],[b],50,True
54,6,R2_4_4_2_0Y50.pct,2480,[n],[n],50,True
54,7,R3_3_3_3_90Y100.pct,6416,[n],[n],100,True
54,8,2_3_3_2_0Y0.pct,1799,[b],[b],0,True
54,9,R3_4_3_3_180Y150.pct,N/A,[N/A],[n],150,False
54,10,2_4_4_2_180Y150.pct,4643,[n],[b],150,False
54,11,R3_3_4_2_0Y50.pct,4560,[n],[n],50,True
54,12,R2_3_4_2_90Y0.pct,2841,[n],[n],0,True
54,13,3_3_3_3_180Y0.pct,1701,[b],[b],0,True
54,14,R3_4_3_3_180Y100.pct,5486,[n],[n],100,True
54,15,2_4_4_3_90Y100.pct,2990,[b],[b],100,True
54,16,3_4_3_2_90Y50.pct,2958,[b],[b],50,True
54,17,R2_4_4_3_90Y100.pct,4656,[n],[n],100,True
54,18,2_3_3_2_0Y150.pct,3154,[b],[b],150,True
54,19,R2_3_4_2_90Y50.pct,2259,[n],[n],50,True
54,20,2_3_4_2_90Y50.pct,2224,[b],[b],50,True
54,21,R2_4_4_2_180Y100.pct,2463,[n],[n],100,True
54,22,R2_4_4_2_0Y0.pct,1558,[n],[n],0,True
54,23,3_4_3_2_90Y0.pct,1890,[b],[b],0,True
54,24,R3_3_3_2_0Y150.pct,3482,[n],[n],150,True
54,25,R3_4_4_3_180Y150.pct,3630,[n],[n],150,True
54,26,R3_4_3_3_180Y50.pct,3086,[n],[n],50,True
54,27,3_4_3_3_180Y50.pct,2223,[b],[b],50,True
54,28,3_3_3_3_90Y100.pct,5937,[n],[b],100,False
54,29,2_4_4_2_180Y0.pct,1169,[b],[b],0,True
54,30,R3_4_3_2_90Y0.pct,2559,[n],[n],0,True
54,31,3_3_4_2_0Y150.pct,3711,[b],[b],150,True
54,32,R3_3_4_2_0Y100.pct,2671,[n],[n],100,True
54,33,3_3_3_3_180Y50.pct,3270,[b],[b],50,True
54,34,3_3_4_2_0Y100.pct,1862,[b],[b],100,True
54,35,3_4_4_3_180Y150.pct,2936,[b],[b],150,True
54,36,R3_3_3_3_180Y0.pct,3463,[n],[n],0,True
54,37,3_4_3_3_180Y100.pct,4596,[b],[b],100,True
54,38,R3_3_3_3_180Y150.pct,2152,[b],[n],150,False
54,39,3_4_3_3_180Y0.pct,2007,[b],[b],0,True
54,40,R3_3_3_3_90Y50.pct,4175,[n],[n],50,True
54,41,2_4_4_3_90Y150.pct,2487,[b],[b],150,True
54,42,R3_4_3_3_180Y0.pct,4045,[n],[n],0,True
54,43,3_3_3_3_180Y100.pct,4767,[b],[b],100,True
54,44,R2_3_4_2_90Y150.pct,3689,[n],[n],150,True
54,45,R2_3_3_2_0Y50.pct,2697,[n],[n],50,True
54,46,R2_3_4_2_90Y100.pct,6473,[n],[n],100,True
54,47,3_4_4_3_180Y0.pct,1847,[b],[b],0,True
54,48,3_4_4_3_180Y50.pct,1823,[b],[b],50,True
54,49,R2_4_4_2_0Y100.pct,3253,[n],[n],100,True
54,50,R2_3_3_2_0Y150.pct,2401,[n],[n],150,True
54,51,3_3_4_2_0Y0.pct,1509,[b],[b],0,True
54,52,R2_4_4_3_90Y0.pct,2374,[n],[n],0,True
54,53,3_4_4_3_180Y100.pct,2632,[b],[b],100,True
54,54,R2_4_4_2_180Y50.pct,2568,[n],[n],50,True
54,55,3_3_3_2_0Y150.pct,4874,[b],[b],150,True
54,56,2_4_4_2_0Y50.pct,2280,[b],[b],50,True
54,57,R2_4_4_2_0Y150.pct,2148,[n],[n],150,True
54,58,R3_4_3_2_90Y100.pct,5355,[b],[n],100,False
54,59,2_3_4_2_90Y150.pct,2344,[b],[b],150,True
54,60,3_4_3_2_90Y100.pct,2255,[b],[b],100,True
54,61,2_4_4_3_90Y0.pct,2398,[b],[b],0,True
54,62,R2_4_4_2_180Y0.pct,1877,[b],[n],0,False
54,63,R2_4_4_3_90Y50.pct,3130,[n],[n],50,True
54,64,2_4_4_3_90Y50.pct,2629,[b],[b],50,True
54,65,R2_4_4_2_180Y150.pct,3485,[n],[n],150,True
54,66,3_3_3_3_90Y0.pct,1607,[b],[b],0,True
54,67,3_3_3_3_180Y150.pct,3959,[b],[b],150,True
54,68,R3_3_3_3_90Y0.pct,4823,[b],[n],0,False
54,69,R3_3_3_2_0Y50.pct,2711,[n],[n],50,True
54,70,2_4_4_2_180Y50.pct,1639,[b],[b],50,True
54,71,2_4_4_2_0Y100.pct,1935,[b],[b],100,True
54,72,R3_3_3_2_0Y100.pct,3512,[n],[n],100,True
54,73,2_3_4_2_90Y100.pct,2449,[b],[b],100,True
54,74,R3_3_3_3_180Y100.pct,4927,[b],[n],100,False
54,75,3_3_3_3_90Y150.pct,3840,[b],[b],150,True
54,76,R3_3_4_2_0Y0.pct,3393,[n],[n],0,True
54,77,3_3_3_2_0Y0.pct,1336,[b],[b],0,True
54,78,3_3_3_2_0Y50.pct,2047,[b],[b],50,True
54,79,R3_3_3_3_180Y50.pct,5493,[b],[n],50,False
54,80,R3_3_3_3_90Y150.pct,3287,[b],[n],150,False
54,81,R3_4_4_3_180Y50.pct,4439,[n],[n],50,True
54,82,2_3_4_2_90Y0.pct,1175,[b],[b],0,True
54,83,R3_3_4_2_0Y150.pct,3049,[n],[n],150,True
54,84,3_3_4_2_0Y50.pct,2072,[b],[b],50,True
54,85,2_4_4_2_180Y100.pct,3599,[b],[b],100,True
54,86,R3_4_4_3_180Y0.pct,N/A,[N/A],[n],0,False
54,87,3_4_3_3_180Y150.pct,3818,[b],[b],150,True
54,88,R3_4_4_3_180Y100.pct,3319,[n],[n],100,True
54,89,R2_3_3_2_0Y100.pct,2222,[n],[n],100,True
54,90,2_3_3_2_0Y50.pct,1991,[b],[b],50,True
54,91,2_4_4_2_0Y0.pct,1246,[b],[b],0,True
54,92,3_4_3_2_90Y150.pct,3399,[b],[b],150,True
54,93,R2_4_4_3_90Y150.pct,5599,[n],[n],150,True
54,94,R3_4_3_2_90Y50.pct,3623,[n],[n],50,True
54,95,2_3_3_2_0Y100.pct,1960,[b],[b],100,True
